Unnamed: 0,subjectGroup,subject,age,sex,education,handedness,TaskName,BlockNumber,stimPos,stim1,stim2,shape,MATCHkey,RT,correct,response,condition,TaskType,Association
4899,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,-400,kite,,you,Yhappy_h,441,1.0,h,single,RG_congruent,you
4909,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,400,square,,friend,Yhappy_h,436,1.0,g,single,RG_congruent,friend
49113,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,-400,pentagon,,happy,Yhappy_h,330,0.0,g,single,RG_congruent,happy
49211,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,400,trapeze,,neutral,Yhappy_h,434,1.0,g,single,RG_congruent,neutral
4939,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,400; -400,pentagon,kite,happyyou,Yhappy_h,461,1.0,h,pair,RG_congruent,happyyou
4949,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,400; -400,square,trapeze,friendneutral,Yhappy_h,355,1.0,g,pair,RG_congruent,friendneutral
4959,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,400; -400,kite,pentagon,youhappy,Yhappy_h,424,1.0,h,pair,RG_congruent,youhappy
4969,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,400,pentagon,,happy,Yhappy_h,423,0.0,g,single,RG_congruent,happy
4979,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,-400,trapeze,,neutral,Yhappy_h,361,1.0,g,single,RG_congruent,neutral
4989,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,-400,pentagon,,happy,Yhappy_h,442,0.0,g,single,RG_congruent,happy
4999,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,400,kite,,you,Yhappy_h,517,1.0,h,single,RG_congruent,you
5009,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,2.0,400,pentagon,,happy,Yhappy_h,437,1.0,h,single,RG_congruent,happy
50113,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,kite,,you,Yhappy_h,475,1.0,h,single,RG_congruent,you
50211,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,trapeze,,neutral,Yhappy_h,446,1.0,g,single,RG_congruent,neutral
5039,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,trapeze,,neutral,Yhappy_h,455,1.0,g,single,RG_congruent,neutral
5049,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,square,trapeze,friendneutral,Yhappy_h,499,1.0,g,pair,RG_congruent,friendneutral
5059,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,trapeze,,neutral,Yhappy_h,348,1.0,g,single,RG_congruent,neutral
5069,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,kite,,you,Yhappy_h,360,1.0,h,single,RG_congruent,you
5079,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,square,,friend,Yhappy_h,381,1.0,g,single,RG_congruent,friend
5089,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,square,,friend,Yhappy_h,338,1.0,g,single,RG_congruent,friend
5099,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,pentagon,,happy,Yhappy_h,432,1.0,h,single,RG_congruent,happy
5109,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,kite,,you,Yhappy_h,327,1.0,h,single,RG_congruent,you
51113,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,trapeze,,neutral,Yhappy_h,308,1.0,g,single,RG_congruent,neutral
51211,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,square,,friend,Yhappy_h,307,1.0,g,single,RG_congruent,friend
5139,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,square,trapeze,friendneutral,Yhappy_h,397,1.0,g,pair,RG_congruent,friendneutral
5149,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,pentagon,kite,happyyou,Yhappy_h,373,1.0,h,pair,RG_congruent,happyyou
5159,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,kite,,you,Yhappy_h,354,1.0,h,single,RG_congruent,you
5169,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,pentagon,,happy,Yhappy_h,333,1.0,h,single,RG_congruent,happy
5179,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,square,,friend,Yhappy_h,299,1.0,g,single,RG_congruent,friend
5189,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,kite,,you,Yhappy_h,412,1.0,h,single,RG_congruent,you
5199,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,trapeze,square,neutralfriend,Yhappy_h,382,1.0,g,pair,RG_congruent,neutralfriend
5209,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,trapeze,,neutral,Yhappy_h,337,1.0,g,single,RG_congruent,neutral
52113,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,pentagon,kite,happyyou,Yhappy_h,374,1.0,h,pair,RG_congruent,happyyou
52211,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,trapeze,,neutral,Yhappy_h,477,1.0,g,single,RG_congruent,neutral
5239,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,trapeze,,neutral,Yhappy_h,379,1.0,g,single,RG_congruent,neutral
5249,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,kite,,you,Yhappy_h,364,1.0,h,single,RG_congruent,you
5259,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,trapeze,,neutral,Yhappy_h,348,0.0,h,single,RG_congruent,neutral
5269,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,pentagon,,happy,Yhappy_h,376,0.0,g,single,RG_congruent,happy
5279,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,square,,friend,Yhappy_h,489,1.0,g,single,RG_congruent,friend
5289,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,square,,friend,Yhappy_h,428,1.0,g,single,RG_congruent,friend
5299,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,trapeze,square,neutralfriend,Yhappy_h,337,0.0,h,pair,RG_congruent,neutralfriend
5309,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,square,,friend,Yhappy_h,410,1.0,g,single,RG_congruent,friend
53113,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,kite,,you,Yhappy_h,395,1.0,h,single,RG_congruent,you
53211,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,pentagon,kite,happyyou,Yhappy_h,433,1.0,h,pair,RG_congruent,happyyou
5339,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,pentagon,,happy,Yhappy_h,381,1.0,h,single,RG_congruent,happy
5349,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,kite,,you,Yhappy_h,361,1.0,h,single,RG_congruent,you
5359,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,square,,friend,Yhappy_h,372,1.0,g,single,RG_congruent,friend
5369,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,trapeze,,neutral,Yhappy_h,408,1.0,g,single,RG_congruent,neutral
5379,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,kite,,you,Yhappy_h,401,1.0,h,single,RG_congruent,you
5389,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,trapeze,square,neutralfriend,Yhappy_h,348,0.0,h,pair,RG_congruent,neutralfriend
5399,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,kite,pentagon,youhappy,Yhappy_h,562,1.0,h,pair,RG_congruent,youhappy
5409,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,pentagon,,happy,Yhappy_h,360,0.0,g,single,RG_congruent,happy
54113,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,pentagon,,happy,Yhappy_h,491,1.0,h,single,RG_congruent,happy
54211,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,kite,pentagon,youhappy,Yhappy_h,343,1.0,h,pair,RG_congruent,youhappy
5439,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,kite,,you,Yhappy_h,329,1.0,h,single,RG_congruent,you
5449,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,pentagon,,happy,Yhappy_h,330,0.0,g,single,RG_congruent,happy
5459,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,square,,friend,Yhappy_h,325,1.0,g,single,RG_congruent,friend
5469,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,pentagon,,happy,Yhappy_h,489,1.0,h,single,RG_congruent,happy
5479,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,kite,pentagon,youhappy,Yhappy_h,370,1.0,h,pair,RG_congruent,youhappy
5489,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,square,trapeze,friendneutral,Yhappy_h,520,0.0,h,pair,RG_congruent,friendneutral
5499,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,square,trapeze,friendneutral,Yhappy_h,492,1.0,g,pair,RG_congruent,friendneutral
5509,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,square,,friend,Yhappy_h,573,1.0,g,single,RG_congruent,friend
55113,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,trapeze,square,neutralfriend,Yhappy_h,395,1.0,g,pair,RG_congruent,neutralfriend
55211,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,pentagon,kite,happyyou,Yhappy_h,368,1.0,h,pair,RG_congruent,happyyou
5539,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,trapeze,,neutral,Yhappy_h,410,1.0,g,single,RG_congruent,neutral
5549,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,trapeze,square,neutralfriend,Yhappy_h,424,1.0,g,pair,RG_congruent,neutralfriend
5559,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,square,trapeze,friendneutral,Yhappy_h,367,1.0,g,pair,RG_congruent,friendneutral
5569,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,kite,pentagon,youhappy,Yhappy_h,290,1.0,h,pair,RG_congruent,youhappy
5579,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,kite,pentagon,youhappy,Yhappy_h,325,1.0,h,pair,RG_congruent,youhappy
5589,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400; -400,pentagon,kite,happyyou,Yhappy_h,330,1.0,h,pair,RG_congruent,happyyou
5599,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,400,pentagon,,happy,Yhappy_h,324,1.0,h,single,RG_congruent,happy
5609,21,10,20,male,High school or equivalent ,right-handed,RG2_YH,3.0,-400,pentagon,,happy,Yhappy_h,279,1.0,h,single,RG_congruent,happy
7610,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,square,trapeze,happyfriend,Yneutral_j,934,1.0,k,pair,RG_incongruent,happyfriend
7710,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,pentagon,,neutral,Yneutral_j,999,0.0,k,single,RG_incongruent,neutral
7810,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,kite,,you,Yneutral_j,758,1.0,j,single,RG_incongruent,you
7910,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,trapeze,,friend,Yneutral_j,748,1.0,k,single,RG_incongruent,friend
8010,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,pentagon,kite,neutralyou,Yneutral_j,1191,1.0,j,pair,RG_incongruent,neutralyou
8114,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,square,,happy,Yneutral_j,919,1.0,k,single,RG_incongruent,happy
8212,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,trapeze,,friend,Yneutral_j,933,1.0,k,single,RG_incongruent,friend
8310,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,pentagon,,neutral,Yneutral_j,1089,1.0,j,single,RG_incongruent,neutral
8410,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,kite,,you,Yneutral_j,910,1.0,j,single,RG_incongruent,you
8510,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,kite,pentagon,youneutral,Yneutral_j,830,1.0,j,pair,RG_incongruent,youneutral
8610,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,kite,,you,Yneutral_j,791,1.0,j,single,RG_incongruent,you
8710,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,pentagon,,neutral,Yneutral_j,908,0.0,k,single,RG_incongruent,neutral
8810,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,kite,,you,Yneutral_j,813,1.0,j,single,RG_incongruent,you
8910,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,pentagon,,neutral,Yneutral_j,810,1.0,j,single,RG_incongruent,neutral
9010,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,kite,,you,Yneutral_j,831,1.0,j,single,RG_incongruent,you
9114,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,trapeze,square,friendhappy,Yneutral_j,906,1.0,k,pair,RG_incongruent,friendhappy
9212,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,trapeze,,friend,Yneutral_j,846,1.0,k,single,RG_incongruent,friend
9310,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,pentagon,,neutral,Yneutral_j,751,1.0,j,single,RG_incongruent,neutral
9410,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,square,trapeze,happyfriend,Yneutral_j,843,1.0,k,pair,RG_incongruent,happyfriend
9510,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,kite,pentagon,youneutral,Yneutral_j,846,1.0,j,pair,RG_incongruent,youneutral
9610,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,pentagon,kite,neutralyou,Yneutral_j,1079,1.0,j,pair,RG_incongruent,neutralyou
9710,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,trapeze,square,friendhappy,Yneutral_j,835,1.0,k,pair,RG_incongruent,friendhappy
9810,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,square,,happy,Yneutral_j,1066,1.0,k,single,RG_incongruent,happy
9910,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,pentagon,,neutral,Yneutral_j,963,1.0,j,single,RG_incongruent,neutral
10010,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,square,,happy,Yneutral_j,866,1.0,k,single,RG_incongruent,happy
10114,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,kite,,you,Yneutral_j,808,1.0,j,single,RG_incongruent,you
10212,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,kite,,you,Yneutral_j,744,1.0,j,single,RG_incongruent,you
10310,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,pentagon,,neutral,Yneutral_j,1207,0.0,k,single,RG_incongruent,neutral
10410,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,square,,happy,Yneutral_j,1019,1.0,k,single,RG_incongruent,happy
10510,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,square,,happy,Yneutral_j,913,1.0,k,single,RG_incongruent,happy
10610,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,trapeze,,friend,Yneutral_j,889,1.0,k,single,RG_incongruent,friend
10710,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,square,,happy,Yneutral_j,904,1.0,k,single,RG_incongruent,happy
10810,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,trapeze,,friend,Yneutral_j,891,1.0,k,single,RG_incongruent,friend
10910,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,pentagon,,neutral,Yneutral_j,787,1.0,j,single,RG_incongruent,neutral
11010,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,trapeze,,friend,Yneutral_j,884,1.0,k,single,RG_incongruent,friend
11114,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,pentagon,kite,neutralyou,Yneutral_j,857,1.0,j,pair,RG_incongruent,neutralyou
11212,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,trapeze,,friend,Yneutral_j,1015,1.0,k,single,RG_incongruent,friend
11310,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,kite,pentagon,youneutral,Yneutral_j,900,1.0,j,pair,RG_incongruent,youneutral
11410,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,square,,happy,Yneutral_j,956,1.0,k,single,RG_incongruent,happy
11510,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,trapeze,,friend,Yneutral_j,944,1.0,k,single,RG_incongruent,friend
11610,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,trapeze,,friend,Yneutral_j,779,1.0,k,single,RG_incongruent,friend
11710,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,kite,,you,Yneutral_j,818,1.0,j,single,RG_incongruent,you
11810,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,kite,,you,Yneutral_j,911,1.0,j,single,RG_incongruent,you
11910,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,pentagon,kite,neutralyou,Yneutral_j,884,1.0,j,pair,RG_incongruent,neutralyou
12010,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,kite,pentagon,youneutral,Yneutral_j,809,1.0,j,pair,RG_incongruent,youneutral
12114,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,kite,pentagon,youneutral,Yneutral_j,816,1.0,j,pair,RG_incongruent,youneutral
12212,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,square,,happy,Yneutral_j,863,1.0,k,single,RG_incongruent,happy
12310,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,trapeze,square,friendhappy,Yneutral_j,969,1.0,k,pair,RG_incongruent,friendhappy
12410,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,square,,happy,Yneutral_j,857,1.0,k,single,RG_incongruent,happy
12510,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,square,,happy,Yneutral_j,973,1.0,k,single,RG_incongruent,happy
12610,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,square,trapeze,happyfriend,Yneutral_j,843,1.0,k,pair,RG_incongruent,happyfriend
12710,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,square,trapeze,happyfriend,Yneutral_j,844,1.0,k,pair,RG_incongruent,happyfriend
12810,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400,pentagon,,neutral,Yneutral_j,865,0.0,k,single,RG_incongruent,neutral
12910,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,trapeze,,friend,Yneutral_j,787,1.0,k,single,RG_incongruent,friend
13010,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,kite,,you,Yneutral_j,757,1.0,j,single,RG_incongruent,you
13114,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,pentagon,kite,neutralyou,Yneutral_j,843,1.0,j,pair,RG_incongruent,neutralyou
13212,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,trapeze,square,friendhappy,Yneutral_j,832,1.0,k,pair,RG_incongruent,friendhappy
13310,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,trapeze,square,friendhappy,Yneutral_j,763,1.0,k,pair,RG_incongruent,friendhappy
13410,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,400; -400,square,trapeze,happyfriend,Yneutral_j,1021,1.0,k,pair,RG_incongruent,happyfriend
13510,13,11,19,female,College or Technical school,right-handed,RG1_YN,1.0,-400,pentagon,,neutral,Yneutral_j,784,1.0,j,single,RG_incongruent,neutral
13610,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,trapeze,square,friendhappy,Yneutral_j,794,1.0,k,pair,RG_incongruent,friendhappy
13710,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,square,trapeze,happyfriend,Yneutral_j,676,1.0,k,pair,RG_incongruent,happyfriend
13810,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,trapeze,,friend,Yneutral_j,743,1.0,k,single,RG_incongruent,friend
13910,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,trapeze,,friend,Yneutral_j,688,1.0,k,single,RG_incongruent,friend
14010,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,square,,happy,Yneutral_j,679,1.0,k,single,RG_incongruent,happy
14114,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,kite,pentagon,youneutral,Yneutral_j,741,1.0,j,pair,RG_incongruent,youneutral
14212,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,square,,happy,Yneutral_j,814,1.0,k,single,RG_incongruent,happy
14310,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,pentagon,,neutral,Yneutral_j,1008,1.0,j,single,RG_incongruent,neutral
14410,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,pentagon,,neutral,Yneutral_j,846,1.0,j,single,RG_incongruent,neutral
14510,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,trapeze,square,friendhappy,Yneutral_j,790,1.0,k,pair,RG_incongruent,friendhappy
14610,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,pentagon,,neutral,Yneutral_j,768,1.0,j,single,RG_incongruent,neutral
14710,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,square,,happy,Yneutral_j,773,1.0,k,single,RG_incongruent,happy
14810,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,pentagon,,neutral,Yneutral_j,887,1.0,j,single,RG_incongruent,neutral
14910,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,kite,pentagon,youneutral,Yneutral_j,940,1.0,j,pair,RG_incongruent,youneutral
15010,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,trapeze,square,friendhappy,Yneutral_j,738,1.0,k,pair,RG_incongruent,friendhappy
15114,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,pentagon,,neutral,Yneutral_j,1273,1.0,j,single,RG_incongruent,neutral
15212,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,trapeze,,friend,Yneutral_j,950,1.0,k,single,RG_incongruent,friend
15310,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,pentagon,kite,neutralyou,Yneutral_j,864,1.0,j,pair,RG_incongruent,neutralyou
15410,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,trapeze,square,friendhappy,Yneutral_j,793,1.0,k,pair,RG_incongruent,friendhappy
15510,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,kite,,you,Yneutral_j,751,1.0,j,single,RG_incongruent,you
15610,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,kite,,you,Yneutral_j,757,1.0,j,single,RG_incongruent,you
15710,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,kite,pentagon,youneutral,Yneutral_j,834,1.0,j,pair,RG_incongruent,youneutral
15810,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,square,trapeze,happyfriend,Yneutral_j,678,1.0,k,pair,RG_incongruent,happyfriend
15910,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,square,,happy,Yneutral_j,673,1.0,k,single,RG_incongruent,happy
16010,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,square,,happy,Yneutral_j,860,1.0,k,single,RG_incongruent,happy
16114,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,square,,happy,Yneutral_j,542,1.0,k,single,RG_incongruent,happy
16212,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,square,,happy,Yneutral_j,601,1.0,k,single,RG_incongruent,happy
16310,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,trapeze,,friend,Yneutral_j,805,1.0,k,single,RG_incongruent,friend
16410,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,square,,happy,Yneutral_j,610,1.0,k,single,RG_incongruent,happy
16510,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,kite,,you,Yneutral_j,695,1.0,j,single,RG_incongruent,you
16610,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,kite,pentagon,youneutral,Yneutral_j,642,1.0,j,pair,RG_incongruent,youneutral
16710,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,kite,,you,Yneutral_j,591,1.0,j,single,RG_incongruent,you
16810,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,pentagon,kite,neutralyou,Yneutral_j,648,1.0,j,pair,RG_incongruent,neutralyou
16910,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,pentagon,,neutral,Yneutral_j,706,0.0,k,single,RG_incongruent,neutral
17010,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,kite,,you,Yneutral_j,673,1.0,j,single,RG_incongruent,you
17114,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,pentagon,,neutral,Yneutral_j,895,1.0,j,single,RG_incongruent,neutral
17212,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,kite,pentagon,youneutral,Yneutral_j,669,1.0,j,pair,RG_incongruent,youneutral
17310,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,trapeze,,friend,Yneutral_j,768,1.0,k,single,RG_incongruent,friend
17410,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,trapeze,,friend,Yneutral_j,725,1.0,k,single,RG_incongruent,friend
17510,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,square,,happy,Yneutral_j,1285,1.0,k,single,RG_incongruent,happy
17610,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,pentagon,kite,neutralyou,Yneutral_j,775,1.0,j,pair,RG_incongruent,neutralyou
17710,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,square,trapeze,happyfriend,Yneutral_j,672,1.0,k,pair,RG_incongruent,happyfriend
17810,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,pentagon,kite,neutralyou,Yneutral_j,1120,1.0,j,pair,RG_incongruent,neutralyou
17910,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,square,,happy,Yneutral_j,1006,1.0,k,single,RG_incongruent,happy
18010,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400; -400,pentagon,kite,neutralyou,Yneutral_j,708,1.0,j,pair,RG_incongruent,neutralyou
18114,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,400,pentagon,,neutral,Yneutral_j,742,0.0,k,single,RG_incongruent,neutral
18212,13,11,19,female,College or Technical school,right-handed,RG1_YN,2.0,-400,kite,,you,Yneutral_j,804,1.0,j,single,RG_incongruent,you
