stim1,stim2,RT,correct,condition,Association,TaskType
trapeze,,619,1,single,friend,RG_incongruent
kite,,587,1,single,neutral,RG_incongruent
kite,,672,1,single,neutral,RG_incongruent
pentagon,,909,1,single,happy,RG_incongruent
pentagon,,467,1,single,happy,RG_incongruent
square,,588,1,single,you,RG_incongruent
square,,573,1,single,happy,RG_congruent
trapeze,,711,1,single,friend,RG_congruent
square,,587,1,single,happy,RG_congruent
pentagon,,572,1,single,you,RG_congruent
square,pentagon,686,1,pair,youhappy,RG_congruent
kite,trapeze,729,1,pair,friendneutral,RG_congruent
trapeze,,763,1,single,friend,RG_congruent
square,,473,1,single,happy,RG_congruent
trapeze,,706,1,single,friend,RG_congruent
pentagon,,691,1,single,you,RG_congruent
kite,trapeze,609,1,pair,friendneutral,RG_congruent
square,,629,1,single,happy,RG_congruent
trapeze,,586,1,single,friend,RG_congruent
pentagon,,713,1,single,you,RG_congruent
pentagon,,544,1,single,you,RG_congruent
pentagon,,492,1,single,you,RG_congruent
pentagon,,609,1,single,you,RG_congruent
pentagon,square,755,1,pair,youhappy,RG_congruent
kite,,492,1,single,neutral,RG_congruent
kite,,604,1,single,neutral,RG_congruent
kite,,665,1,single,neutral,RG_congruent
square,,548,1,single,happy,RG_congruent
square,pentagon,702,1,pair,youhappy,RG_congruent
kite,,575,1,single,neutral,RG_congruent
square,pentagon,733,1,pair,youhappy,RG_congruent
kite,,737,1,single,neutral,RG_congruent
trapeze,,853,1,single,friend,RG_congruent
trapeze,,729,1,single,friend,RG_congruent
pentagon,,687,1,single,you,RG_congruent
kite,,787,1,single,neutral,RG_congruent
square,,547,1,single,happy,RG_congruent
trapeze,kite,635,1,pair,friendneutral,RG_congruent
kite,trapeze,817,1,pair,friendneutral,RG_congruent
kite,,719,1,single,neutral,RG_congruent
trapeze,kite,809,1,pair,friendneutral,RG_congruent
trapeze,,680,1,single,friend,RG_congruent
pentagon,square,704,1,pair,youhappy,RG_congruent
square,,591,1,single,happy,RG_congruent
pentagon,,876,1,single,you,RG_congruent
kite,,711,1,single,neutral,RG_congruent
trapeze,,836,1,single,friend,RG_congruent
trapeze,,744,1,single,friend,RG_congruent
kite,trapeze,675,1,pair,friendneutral,RG_congruent
square,,572,1,single,happy,RG_congruent
square,,594,1,single,happy,RG_congruent
kite,trapeze,699,1,pair,friendneutral,RG_congruent
square,,537,1,single,happy,RG_congruent
trapeze,,716,1,single,friend,RG_congruent
trapeze,kite,718,0,pair,friendneutral,RG_congruent
pentagon,square,607,1,pair,youhappy,RG_congruent
pentagon,square,794,1,pair,youhappy,RG_congruent
square,pentagon,535,1,pair,youhappy,RG_congruent
kite,,705,1,single,neutral,RG_congruent
square,pentagon,670,1,pair,youhappy,RG_congruent
pentagon,square,598,1,pair,youhappy,RG_congruent
pentagon,,661,1,single,you,RG_congruent
pentagon,,543,1,single,you,RG_congruent
trapeze,kite,792,1,pair,friendneutral,RG_congruent
kite,,753,1,single,neutral,RG_congruent
trapeze,kite,678,1,pair,friendneutral,RG_congruent
square,,702,1,single,happy,RG_congruent
square,,721,1,single,happy,RG_congruent
pentagon,square,705,1,pair,youhappy,RG_congruent
kite,,645,1,single,neutral,RG_congruent
pentagon,square,724,1,pair,youhappy,RG_congruent
kite,,431,1,single,neutral,RG_congruent
trapeze,kite,828,1,pair,friendneutral,RG_congruent
kite,,569,1,single,neutral,RG_congruent
pentagon,,731,1,single,you,RG_congruent
kite,trapeze,611,1,pair,friendneutral,RG_congruent
trapeze,,724,1,single,friend,RG_congruent
square,,624,1,single,happy,RG_congruent
square,,662,1,single,happy,RG_congruent
kite,,499,1,single,neutral,RG_congruent
square,pentagon,759,1,pair,youhappy,RG_congruent
square,,722,1,single,happy,RG_congruent
trapeze,kite,571,1,pair,friendneutral,RG_congruent
square,,666,1,single,happy,RG_congruent
trapeze,,537,1,single,friend,RG_congruent
trapeze,,481,1,single,friend,RG_congruent
trapeze,,570,1,single,friend,RG_congruent
kite,trapeze,774,1,pair,friendneutral,RG_congruent
square,,553,1,single,happy,RG_congruent
pentagon,square,597,1,pair,youhappy,RG_congruent
trapeze,kite,622,1,pair,friendneutral,RG_congruent
square,pentagon,473,1,pair,youhappy,RG_congruent
kite,,663,1,single,neutral,RG_congruent
trapeze,,836,1,single,friend,RG_congruent
kite,trapeze,613,1,pair,friendneutral,RG_congruent
pentagon,,542,1,single,you,RG_congruent
pentagon,square,554,1,pair,youhappy,RG_congruent
kite,,691,1,single,neutral,RG_congruent
square,pentagon,769,1,pair,youhappy,RG_congruent
kite,trapeze,606,1,pair,friendneutral,RG_congruent
trapeze,kite,631,1,pair,friendneutral,RG_congruent
pentagon,,599,0,single,you,RG_congruent
trapeze,,927,0,single,friend,RG_congruent
pentagon,,742,1,single,you,RG_congruent
trapeze,,700,1,single,friend,RG_congruent
square,pentagon,628,1,pair,youhappy,RG_congruent
pentagon,,726,1,single,you,RG_congruent
trapeze,,617,1,single,friend,RG_congruent
pentagon,,718,1,single,you,RG_congruent
trapeze,,472,1,single,friend,RG_congruent
pentagon,,685,1,single,you,RG_congruent
pentagon,,564,1,single,you,RG_congruent
pentagon,,501,1,single,you,RG_congruent
kite,,682,1,single,neutral,RG_congruent
square,,516,1,single,happy,RG_congruent
kite,,657,1,single,neutral,RG_congruent
pentagon,square,538,1,pair,youhappy,RG_congruent
kite,,754,1,single,neutral,RG_congruent
square,,612,1,single,happy,RG_congruent
kite,,597,1,single,neutral,RG_congruent
kite,trapeze,774,1,pair,friendneutral,RG_congruent
trapeze,,743,1,single,friend,RG_congruent
pentagon,,468,1,single,you,RG_congruent
square,,698,1,single,happy,RG_congruent
trapeze,kite,635,1,pair,friendneutral,RG_congruent
square,pentagon,588,1,pair,youhappy,RG_congruent
trapeze,,875,0,single,friend,RG_congruent
trapeze,,714,1,single,friend,RG_congruent
trapeze,,421,1,single,friend,RG_congruent
pentagon,square,517,1,pair,youhappy,RG_congruent
pentagon,,796,1,single,you,RG_congruent
pentagon,,398,1,single,you,RG_congruent
pentagon,square,512,1,pair,youhappy,RG_congruent
kite,trapeze,706,1,pair,friendneutral,RG_congruent
trapeze,,685,1,single,friend,RG_congruent
trapeze,,540,1,single,friend,RG_congruent
pentagon,,669,1,single,you,RG_congruent
pentagon,,516,1,single,you,RG_congruent
square,pentagon,562,1,pair,youhappy,RG_congruent
kite,trapeze,643,1,pair,friendneutral,RG_congruent
square,,553,1,single,happy,RG_congruent
pentagon,square,590,1,pair,youhappy,RG_congruent
square,pentagon,735,1,pair,youhappy,RG_congruent
pentagon,,540,1,single,you,RG_congruent
trapeze,kite,860,1,pair,friendneutral,RG_congruent
square,,491,1,single,happy,RG_congruent
trapeze,,744,1,single,friend,RG_congruent
kite,,786,1,single,neutral,RG_congruent
trapeze,,665,1,single,friend,RG_congruent
square,pentagon,595,1,pair,youhappy,RG_congruent
pentagon,,652,1,single,you,RG_congruent
trapeze,kite,687,1,pair,friendneutral,RG_congruent
pentagon,,741,1,single,you,RG_congruent
pentagon,,493,1,single,you,RG_congruent
kite,,500,1,single,neutral,RG_congruent
trapeze,kite,739,1,pair,friendneutral,RG_congruent
pentagon,square,613,1,pair,youhappy,RG_congruent
trapeze,,735,1,single,friend,RG_congruent
kite,,542,1,single,neutral,RG_congruent
kite,,521,1,single,neutral,RG_congruent
trapeze,kite,592,1,pair,friendneutral,RG_congruent
kite,,591,1,single,neutral,RG_congruent
kite,,476,1,single,neutral,RG_congruent
square,,483,1,single,happy,RG_congruent
kite,,596,1,single,neutral,RG_congruent
kite,trapeze,676,1,pair,friendneutral,RG_congruent
kite,,557,1,single,neutral,RG_congruent
trapeze,,684,1,single,friend,RG_congruent
trapeze,kite,669,1,pair,friendneutral,RG_congruent
pentagon,,721,1,single,you,RG_congruent
pentagon,square,591,1,pair,youhappy,RG_congruent
kite,trapeze,646,1,pair,friendneutral,RG_congruent
trapeze,,606,1,single,friend,RG_congruent
square,,502,1,single,happy,RG_congruent
pentagon,,592,0,single,you,RG_congruent
square,,651,1,single,happy,RG_congruent
square,pentagon,562,1,pair,youhappy,RG_congruent
kite,,576,1,single,neutral,RG_congruent
square,,619,1,single,happy,RG_congruent
square,,595,1,single,happy,RG_congruent
square,pentagon,665,1,pair,youhappy,RG_congruent
kite,,688,1,single,neutral,RG_congruent
square,,659,1,single,happy,RG_congruent
kite,trapeze,673,1,pair,friendneutral,RG_congruent
square,,518,1,single,happy,RG_congruent
square,,516,1,single,happy,RG_congruent
rhomboid,,633,1,single,happy,RG_incongruent
rhomboid,,426,1,single,happy,RG_incongruent
rhomboid,triangle,696,0,pair,friendhappy,RG_incongruent
diamond,octagon,485,0,pair,youneutral,RG_incongruent
octagon,,774,1,single,you,RG_incongruent
diamond,octagon,673,1,pair,youneutral,RG_incongruent
rhomboid,,603,1,single,happy,RG_incongruent
triangle,,830,0,single,friend,RG_incongruent
octagon,diamond,369,0,pair,youneutral,RG_incongruent
triangle,,299,0,single,friend,RG_incongruent
octagon,,701,1,single,you,RG_incongruent
triangle,,466,1,single,friend,RG_incongruent
octagon,,571,1,single,you,RG_incongruent
triangle,,621,0,single,friend,RG_incongruent
octagon,diamond,793,1,pair,youneutral,RG_incongruent
triangle,rhomboid,560,1,pair,friendhappy,RG_incongruent
diamond,octagon,572,0,pair,youneutral,RG_incongruent
rhomboid,,630,1,single,happy,RG_incongruent
triangle,rhomboid,682,1,pair,friendhappy,RG_incongruent
triangle,rhomboid,457,1,pair,friendhappy,RG_incongruent
triangle,,514,1,single,friend,RG_incongruent
triangle,,422,1,single,friend,RG_incongruent
rhomboid,,603,0,single,happy,RG_incongruent
diamond,,752,0,single,neutral,RG_incongruent
rhomboid,,750,0,single,happy,RG_incongruent
octagon,,684,1,single,you,RG_incongruent
rhomboid,triangle,618,1,pair,friendhappy,RG_incongruent
rhomboid,triangle,562,1,pair,friendhappy,RG_incongruent
octagon,,651,0,single,you,RG_incongruent
diamond,,388,1,single,neutral,RG_incongruent
diamond,,452,1,single,neutral,RG_incongruent
rhomboid,,494,1,single,happy,RG_incongruent
rhomboid,triangle,834,0,pair,friendhappy,RG_incongruent
rhomboid,,828,1,single,happy,RG_incongruent
diamond,,677,1,single,neutral,RG_incongruent
octagon,,663,1,single,you,RG_incongruent
diamond,,699,0,single,neutral,RG_incongruent
octagon,,611,1,single,you,RG_incongruent
triangle,rhomboid,559,0,pair,friendhappy,RG_incongruent
triangle,,843,0,single,friend,RG_incongruent
rhomboid,,635,1,single,happy,RG_incongruent
octagon,diamond,852,1,pair,youneutral,RG_incongruent
rhomboid,,619,1,single,happy,RG_incongruent
diamond,octagon,429,1,pair,youneutral,RG_incongruent
octagon,,538,1,single,you,RG_incongruent
diamond,,647,1,single,neutral,RG_incongruent
diamond,,543,1,single,neutral,RG_incongruent
rhomboid,triangle,553,0,pair,friendhappy,RG_incongruent
octagon,,660,1,single,you,RG_incongruent
octagon,diamond,446,1,pair,youneutral,RG_incongruent
diamond,,463,1,single,neutral,RG_incongruent
triangle,,379,0,single,friend,RG_incongruent
octagon,,788,1,single,you,RG_incongruent
diamond,,677,0,single,neutral,RG_incongruent
diamond,octagon,512,1,pair,youneutral,RG_incongruent
triangle,rhomboid,895,0,pair,friendhappy,RG_incongruent
diamond,,1040,1,single,neutral,RG_incongruent
triangle,,970,1,single,friend,RG_incongruent
triangle,,638,1,single,friend,RG_incongruent
octagon,diamond,866,1,pair,youneutral,RG_incongruent
diamond,octagon,461,1,pair,youneutral,RG_incongruent
diamond,,722,0,single,neutral,RG_incongruent
rhomboid,,814,1,single,happy,RG_incongruent
diamond,,664,1,single,neutral,RG_incongruent
octagon,,644,1,single,you,RG_incongruent
triangle,,405,1,single,friend,RG_incongruent
octagon,diamond,846,1,pair,youneutral,RG_incongruent
octagon,diamond,803,1,pair,youneutral,RG_incongruent
triangle,rhomboid,542,1,pair,friendhappy,RG_incongruent
rhomboid,triangle,654,1,pair,friendhappy,RG_incongruent
octagon,,578,1,single,you,RG_incongruent
triangle,,653,1,single,friend,RG_incongruent
octagon,,547,1,single,you,RG_incongruent
diamond,octagon,873,1,pair,youneutral,RG_incongruent
octagon,,766,1,single,you,RG_incongruent
triangle,,547,1,single,friend,RG_incongruent
diamond,,729,1,single,neutral,RG_incongruent
rhomboid,triangle,609,1,pair,friendhappy,RG_incongruent
rhomboid,,692,1,single,happy,RG_incongruent
rhomboid,,656,1,single,happy,RG_incongruent
octagon,,615,1,single,you,RG_incongruent
triangle,rhomboid,813,1,pair,friendhappy,RG_incongruent
diamond,octagon,831,1,pair,youneutral,RG_incongruent
diamond,,880,1,single,neutral,RG_incongruent
rhomboid,triangle,568,1,pair,friendhappy,RG_incongruent
octagon,diamond,819,0,pair,youneutral,RG_incongruent
diamond,,894,1,single,neutral,RG_incongruent
octagon,,611,1,single,you,RG_incongruent
triangle,rhomboid,728,1,pair,friendhappy,RG_incongruent
triangle,,599,1,single,friend,RG_incongruent
diamond,,767,1,single,neutral,RG_incongruent
triangle,,570,1,single,friend,RG_incongruent
diamond,,668,1,single,neutral,RG_incongruent
octagon,diamond,837,0,pair,youneutral,RG_incongruent
triangle,,802,1,single,friend,RG_incongruent
rhomboid,,726,1,single,happy,RG_incongruent
triangle,,686,0,single,friend,RG_incongruent
rhomboid,triangle,734,1,pair,friendhappy,RG_incongruent
octagon,,598,1,single,you,RG_incongruent
octagon,diamond,705,0,pair,youneutral,RG_incongruent
rhomboid,triangle,440,0,pair,friendhappy,RG_incongruent
diamond,octagon,741,1,pair,youneutral,RG_incongruent
diamond,,841,1,single,neutral,RG_incongruent
octagon,,563,1,single,you,RG_incongruent
rhomboid,,732,1,single,happy,RG_incongruent
rhomboid,,479,1,single,happy,RG_incongruent
triangle,,559,1,single,friend,RG_incongruent
triangle,,554,1,single,friend,RG_incongruent
rhomboid,,837,1,single,happy,RG_incongruent
rhomboid,,602,1,single,happy,RG_incongruent
triangle,rhomboid,604,0,pair,friendhappy,RG_incongruent
diamond,,1461,0,single,neutral,RG_incongruent
octagon,,320,1,single,you,RG_incongruent
octagon,,497,1,single,you,RG_incongruent
rhomboid,,540,1,single,happy,RG_incongruent
triangle,rhomboid,689,0,pair,friendhappy,RG_incongruent
rhomboid,,567,1,single,happy,RG_incongruent
diamond,,562,0,single,neutral,RG_incongruent
triangle,,417,0,single,friend,RG_incongruent
diamond,octagon,546,0,pair,youneutral,RG_incongruent
rhomboid,,972,0,single,happy,RG_incongruent
triangle,,705,0,single,friend,RG_incongruent
triangle,,827,1,single,friend,RG_incongruent
triangle,,474,1,single,friend,RG_incongruent
rhomboid,,593,0,single,happy,RG_incongruent
triangle,rhomboid,987,0,pair,friendhappy,RG_incongruent
rhomboid,,618,1,single,happy,RG_incongruent
rhomboid,,458,1,single,happy,RG_incongruent
octagon,diamond,650,1,pair,youneutral,RG_incongruent
octagon,,642,1,single,you,RG_incongruent
triangle,,635,1,single,friend,RG_incongruent
octagon,,651,1,single,you,RG_incongruent
rhomboid,,549,1,single,happy,RG_incongruent
triangle,,395,1,single,friend,RG_incongruent
rhomboid,triangle,552,1,pair,friendhappy,RG_incongruent
octagon,,592,1,single,you,RG_incongruent
triangle,rhomboid,524,1,pair,friendhappy,RG_incongruent
diamond,,700,1,single,neutral,RG_incongruent
diamond,,534,1,single,neutral,RG_incongruent
rhomboid,,599,1,single,happy,RG_incongruent
rhomboid,,518,1,single,happy,RG_incongruent
triangle,,1067,1,single,friend,RG_incongruent
triangle,,506,1,single,friend,RG_incongruent
rhomboid,,727,1,single,happy,RG_incongruent
triangle,rhomboid,644,1,pair,friendhappy,RG_incongruent
triangle,rhomboid,654,1,pair,friendhappy,RG_incongruent
octagon,,734,1,single,you,RG_incongruent
diamond,,717,1,single,neutral,RG_incongruent
octagon,,602,1,single,you,RG_incongruent
octagon,,501,1,single,you,RG_incongruent
diamond,octagon,528,1,pair,youneutral,RG_incongruent
diamond,,447,1,single,neutral,RG_incongruent
octagon,,529,1,single,you,RG_incongruent
rhomboid,triangle,607,1,pair,friendhappy,RG_incongruent
diamond,,557,1,single,neutral,RG_incongruent
octagon,diamond,590,1,pair,youneutral,RG_incongruent
octagon,diamond,531,1,pair,youneutral,RG_incongruent
triangle,,625,1,single,friend,RG_incongruent
diamond,,639,0,single,neutral,RG_incongruent
octagon,diamond,663,1,pair,youneutral,RG_incongruent
diamond,octagon,494,1,pair,youneutral,RG_incongruent
octagon,,566,1,single,you,RG_incongruent
diamond,,645,1,single,neutral,RG_incongruent
octagon,diamond,557,1,pair,youneutral,RG_incongruent
rhomboid,,736,1,single,happy,RG_incongruent
rhomboid,triangle,638,0,pair,friendhappy,RG_incongruent
triangle,,590,1,single,friend,RG_incongruent
diamond,,1007,1,single,neutral,RG_incongruent
octagon,,582,1,single,you,RG_incongruent
diamond,octagon,641,1,pair,youneutral,RG_incongruent
diamond,,935,1,single,neutral,RG_incongruent
diamond,,624,1,single,neutral,RG_incongruent
rhomboid,,639,1,single,happy,RG_incongruent
rhomboid,triangle,723,1,pair,friendhappy,RG_incongruent
triangle,,531,1,single,friend,RG_incongruent
diamond,octagon,675,1,pair,youneutral,RG_incongruent
triangle,rhomboid,688,1,pair,friendhappy,RG_incongruent
octagon,,677,1,single,you,RG_incongruent
diamond,octagon,646,1,pair,youneutral,RG_incongruent
rhomboid,triangle,652,1,pair,friendhappy,RG_incongruent
trapeze,kite,1105,1,pair,youhappy,RG_congruent
pentagon,,619,1,single,friend,RG_congruent
trapeze,,553,0,single,you,RG_congruent
trapeze,,707,1,single,you,RG_congruent
pentagon,,596,1,single,friend,RG_congruent
square,,673,1,single,neutral,RG_congruent
square,pentagon,995,1,pair,friendneutral,RG_congruent
trapeze,,741,1,single,you,RG_congruent
kite,trapeze,636,1,pair,youhappy,RG_congruent
square,,739,1,single,neutral,RG_congruent
kite,,669,1,single,happy,RG_congruent
square,,602,1,single,neutral,RG_congruent
trapeze,,742,1,single,you,RG_congruent
square,,831,1,single,neutral,RG_congruent
kite,,638,1,single,happy,RG_congruent
kite,,745,1,single,happy,RG_congruent
pentagon,,624,1,single,friend,RG_congruent
kite,,582,1,single,happy,RG_congruent
square,,791,1,single,neutral,RG_congruent
